Year,Month,Region,County,Beneficiaries, Benefit Amounts (Dollars) 
2009,2,Central New York,Cayuga,"2,400","2,120,000"
2009,2,Western New York,Chautauqua,"4,100","3,010,000"
2009,2,Southern Tier,Chemung,"2,100","1,820,000"
2009,2,Southern Tier,Chenango,"1,700","1,490,000"
2009,2,North Country,Clinton,"2,500","2,250,000"
2009,2,Capital,Columbia,"1,100","1,120,000"
2009,2,Central New York,Cortland,"1,400","1,530,000"
2009,2,Southern Tier,Delaware,"1,000","1,050,000"
2009,2,Hudson Valley,Dutchess,"4,900","5,330,000"
2009,2,Western New York,Erie,"22,300","19,920,000"
2009,2,North Country,Essex,"1,000","920,000"
2009,2,North Country,Franklin,"1,100","1,110,000"
2009,2,Mohawk Valley,Fulton,"1,600","1,410,000"
2009,2,Finger Lakes,Genesee,"1,800","1,640,000"
2009,2,Capital,Greene,"1,100","1,070,000"
2009,2,North Country,Hamilton,200,"150,000"
2009,2,Mohawk Valley,Herkimer,"1,700","1,590,000"
2009,2,North Country,Jefferson,"2,700","2,500,000"
2009,2,New York City,Kings,"42,000","41,820,000"
2009,2,North Country,Lewis,"1,000","980,000"
2009,2,Finger Lakes,Livingston,"1,700","1,630,000"
2009,2,Central New York,Madison,"1,700","1,730,000"
2009,2,Finger Lakes,Monroe,"14,900","13,580,000"
2009,2,Mohawk Valley,Montgomery,"1,900","1,780,000"
2009,2,Long Island,Nassau,"21,800","23,160,000"
2009,2,New York City,New York,"31,500","34,800,000"
2009,2,Western New York,Niagara,"7,900","6,910,000"
2009,2,Mohawk Valley,Oneida,"4,800","4,250,000"
2009,2,Central New York,Onondaga,"9,200","8,600,000"
2009,2,Finger Lakes,Ontario,"2,500","2,340,000"
2009,2,Hudson Valley,Orange,"6,100","6,360,000"
2009,2,Finger Lakes,Orleans,"1,300","1,090,000"
2009,2,Central New York,Oswego,"3,900","3,720,000"
2009,2,Mohawk Valley,Otsego,"1,400","1,370,000"
2009,2,Out-of-State Resident,Out-of-State,"33,400","39,980,000"
2009,2,Hudson Valley,Putnam,"1,600","1,800,000"
2009,2,New York City,Queens,"36,500","37,930,000"
2009,2,Capital,Rensselaer,"3,400","3,240,000"
2009,2,New York City,Richmond,"7,000","7,340,000"
2009,2,Hudson Valley,Rockland,"4,100","4,150,000"
2009,2,Capital,Saratoga,"4,000","3,980,000"
2009,2,Capital,Schenectady,"3,000","2,810,000"
2009,2,Mohawk Valley,Schoharie,"1,000","980,000"
2009,2,Southern Tier,Schuyler,600,"550,000"
2009,2,Finger Lakes,Seneca,700,"700,000"
2009,2,Southern Tier,Steuben,"2,700","2,600,000"
2009,2,North Country,St. Lawrence,"2,800","2,780,000"
2009,2,Long Island,Suffolk,"30,900","31,930,000"
2009,2,Hudson Valley,Sullivan,"1,700","1,710,000"
2009,2,Southern Tier,Tioga,"1,400","1,300,000"
2009,2,Southern Tier,Tompkins,"1,200","1,180,000"
2009,2,Hudson Valley,Ulster,"3,400","3,400,000"
2009,2,Unknown Geography,Unknown,700,"700,000"
2009,2,Capital,Warren,"2,100","2,020,000"
2009,2,Capital,Washington,"1,600","1,390,000"
2009,2,Finger Lakes,Wayne,"2,800","2,510,000"
2009,2,Hudson Valley,Westchester,"15,100","16,780,000"
2009,2,Finger Lakes,Wyoming,"1,500","1,410,000"
2009,2,Finger Lakes,Yates,600,"520,000"
2009,1,Capital,Albany,"4,400","4,100,000"
2009,1,Western New York,Allegany,"1,100","1,040,000"
2009,1,New York City,Bronx,"24,100","21,620,000"
2009,1,Southern Tier,Broome,"4,400","3,850,000"
2009,1,Western New York,Cattaraugus,"2,300","1,910,000"
2009,1,Central New York,Cayuga,"2,100","1,810,000"
2009,1,Western New York,Chautauqua,"3,800","2,550,000"
2009,1,Southern Tier,Chemung,"1,800","1,590,000"
2009,1,Southern Tier,Chenango,"1,600","1,380,000"
2009,1,North Country,Clinton,"2,400","1,950,000"
2009,1,Capital,Columbia,"1,000","940,000"
2009,1,Central New York,Cortland,"1,400","1,410,000"
2009,1,Southern Tier,Delaware,"1,000","960,000"
2009,1,Hudson Valley,Dutchess,"4,700","4,870,000"
2009,1,Western New York,Erie,"22,100","18,720,000"
2009,1,North Country,Essex,"1,000","830,000"
2009,1,North Country,Franklin,"1,200","1,030,000"
2009,1,Mohawk Valley,Fulton,"1,600","1,360,000"
2009,1,Finger Lakes,Genesee,"1,800","1,530,000"
2009,1,Capital,Greene,"1,000","1,000,000"
2009,1,North Country,Hamilton,200,"140,000"
2009,1,Mohawk Valley,Herkimer,"1,600","1,450,000"
2009,1,North Country,Jefferson,"2,600","2,280,000"
2009,1,New York City,Kings,"41,500","39,020,000"
2009,1,North Country,Lewis,"1,000","880,000"
2009,1,Finger Lakes,Livingston,"1,700","1,540,000"
2009,1,Central New York,Madison,"1,700","1,590,000"
2009,1,Finger Lakes,Monroe,"13,800","12,260,000"
2009,1,Mohawk Valley,Montgomery,"1,900","1,640,000"
2009,1,Long Island,Nassau,"20,600","21,310,000"
2009,1,New York City,New York,"29,200","31,710,000"
2009,1,Western New York,Niagara,"7,700","6,260,000"
2009,1,Mohawk Valley,Oneida,"4,800","4,000,000"
2009,1,Central New York,Onondaga,"8,900","7,820,000"
2009,1,Finger Lakes,Ontario,"2,300","2,120,000"
2009,1,Hudson Valley,Orange,"5,900","5,700,000"
2009,1,Finger Lakes,Orleans,"1,200","980,000"
2009,1,Central New York,Oswego,"3,900","3,410,000"
2009,1,Mohawk Valley,Otsego,"1,400","1,260,000"
2009,1,Out-of-State Resident,Out-of-State,"30,100","35,440,000"
2009,1,Hudson Valley,Putnam,"1,500","1,600,000"
2009,1,New York City,Queens,"34,400","34,250,000"
2009,1,Capital,Rensselaer,"3,200","2,890,000"
2009,1,New York City,Richmond,"7,500","7,030,000"
2009,1,Hudson Valley,Rockland,"3,800","3,780,000"
2009,1,Capital,Saratoga,"3,800","3,540,000"
2009,1,Capital,Schenectady,"2,800","2,510,000"
2009,1,Mohawk Valley,Schoharie,"1,000","910,000"
2009,1,Southern Tier,Schuyler,600,"500,000"
2009,1,Finger Lakes,Seneca,700,"630,000"
2009,1,Southern Tier,Steuben,"2,600","2,340,000"
2009,1,North Country,St. Lawrence,"2,900","2,700,000"
2009,1,Long Island,Suffolk,"28,800","28,820,000"
2009,1,Hudson Valley,Sullivan,"1,700","1,550,000"
2009,1,Southern Tier,Tioga,"1,200","1,120,000"
2009,1,Southern Tier,Tompkins,"1,100","1,040,000"
2009,1,Hudson Valley,Ulster,"3,400","3,150,000"
2009,1,Unknown Geography,Unknown,600,"630,000"
2009,1,Capital,Warren,"2,100","1,850,000"
2009,1,Capital,Washington,"1,500","1,200,000"
2009,1,Finger Lakes,Wayne,"2,600","2,310,000"
2009,1,Hudson Valley,Westchester,"14,300","15,180,000"
2009,1,Finger Lakes,Wyoming,"1,500","1,350,000"
2009,1,Finger Lakes,Yates,600,"450,000"
2008,12,Capital,Albany,"3,700","4,010,000"
2008,12,Western New York,Allegany,"1,000","990,000"
2008,12,New York City,Bronx,"20,000","21,870,000"
2008,12,Southern Tier,Broome,"3,800","3,730,000"
2008,12,Western New York,Cattaraugus,"2,000","1,930,000"
2008,12,Central New York,Cayuga,"1,700","1,700,000"
2008,12,Western New York,Chautauqua,"2,700","2,430,000"
2008,12,Southern Tier,Chemung,"1,500","1,490,000"
2008,12,Southern Tier,Chenango,"1,100","1,250,000"
2008,12,North Country,Clinton,"2,000","1,820,000"
2008,12,Capital,Columbia,800,"830,000"
2008,12,Central New York,Cortland,"1,200","1,420,000"
2008,12,Southern Tier,Delaware,800,"870,000"
2008,12,Hudson Valley,Dutchess,"3,800","4,530,000"
2008,12,Western New York,Erie,"17,800","17,000,000"
2008,12,North Country,Essex,800,"780,000"
2008,12,North Country,Franklin,"1,100","1,040,000"
2008,12,Mohawk Valley,Fulton,"1,300","1,310,000"
2008,12,Finger Lakes,Genesee,"1,500","1,440,000"
2008,12,Capital,Greene,900,"970,000"
2008,12,North Country,Hamilton,200,"160,000"
2008,12,Mohawk Valley,Herkimer,"1,400","1,370,000"
2008,12,North Country,Jefferson,"2,200","2,250,000"
2008,12,New York City,Kings,"33,800","39,060,000"
2008,12,North Country,Lewis,800,"790,000"
2008,12,Finger Lakes,Livingston,"1,500","1,510,000"
2008,12,Central New York,Madison,"1,400","1,490,000"
2008,12,Finger Lakes,Monroe,"11,800","11,980,000"
2008,12,Mohawk Valley,Montgomery,"1,600","1,530,000"
2008,12,Long Island,Nassau,"17,300","20,650,000"
2008,12,New York City,New York,"24,800","31,320,000"
2008,12,Western New York,Niagara,"6,000","5,520,000"
2008,12,Mohawk Valley,Oneida,"3,900","3,740,000"
2008,12,Central New York,Onondaga,"7,300","7,510,000"
2008,12,Finger Lakes,Ontario,"2,000","1,980,000"
2008,12,Hudson Valley,Orange,"4,900","5,600,000"
2008,12,Finger Lakes,Orleans,"1,000","930,000"
2008,12,Central New York,Oswego,"3,200","3,320,000"
2008,12,Mohawk Valley,Otsego,"1,200","1,170,000"
2008,12,Out-of-State Resident,Out-of-State,"25,500","34,980,000"
2008,12,Hudson Valley,Putnam,"1,200","1,560,000"
2008,12,New York City,Queens,"28,200","34,060,000"
2008,12,Capital,Rensselaer,"2,500","2,550,000"
2008,12,New York City,Richmond,"5,800","6,980,000"
2008,12,Hudson Valley,Rockland,"3,300","3,670,000"
2008,12,Capital,Saratoga,"3,100","3,370,000"
2008,12,Capital,Schenectady,"2,300","2,350,000"
2008,12,Mohawk Valley,Schoharie,700,"730,000"
2008,12,Southern Tier,Schuyler,500,"480,000"
2008,12,Finger Lakes,Seneca,600,"570,000"
2008,12,Southern Tier,Steuben,"2,100","2,280,000"
2008,12,North Country,St. Lawrence,"2,600","2,560,000"
2008,12,Long Island,Suffolk,"23,500","27,330,000"
2008,12,Hudson Valley,Sullivan,"1,400","1,470,000"
2008,12,Southern Tier,Tioga,"1,000","1,040,000"
2008,12,Southern Tier,Tompkins,900,"980,000"
2008,12,Hudson Valley,Ulster,"2,900","2,970,000"
2008,12,Unknown Geography,Unknown,500,"610,000"
2008,12,Capital,Warren,"1,800","1,770,000"
2008,12,Capital,Washington,"1,200","1,060,000"
2008,12,Finger Lakes,Wayne,"2,200","2,190,000"
2008,12,Hudson Valley,Westchester,"11,700","14,400,000"
2008,12,Finger Lakes,Wyoming,"1,300","1,290,000"
2008,12,Finger Lakes,Yates,500,"410,000"
2008,11,Capital,Albany,"2,600","2,380,000"
2008,11,Western New York,Allegany,700,"490,000"
2008,11,New York City,Bronx,"16,500","14,970,000"
2008,11,Southern Tier,Broome,"2,400","1,910,000"
2008,11,Western New York,Cattaraugus,"1,400","1,010,000"
2008,11,Central New York,Cayuga,"1,200","930,000"
2008,11,Western New York,Chautauqua,"1,900","1,310,000"
2008,11,Southern Tier,Chemung,"1,100","800,000"
2008,11,Southern Tier,Chenango,800,"640,000"
2008,11,North Country,Clinton,"1,300","1,040,000"
2008,11,Capital,Columbia,500,"450,000"
2008,11,Central New York,Cortland,800,"700,000"
2008,11,Southern Tier,Delaware,500,"420,000"
2008,11,Hudson Valley,Dutchess,"2,700","2,690,000"
2008,11,Western New York,Erie,"11,700","9,410,000"
2008,11,North Country,Essex,600,"450,000"
2008,11,North Country,Franklin,800,"640,000"
2008,11,Mohawk Valley,Fulton,900,"730,000"
2008,11,Finger Lakes,Genesee,"1,000","740,000"
2008,11,Capital,Greene,600,"540,000"
2008,11,North Country,Hamilton,100,"90,000"
2008,11,Mohawk Valley,Herkimer,900,"680,000"
2008,11,North Country,Jefferson,"1,700","1,310,000"
2008,11,New York City,Kings,"27,300","26,290,000"
2008,11,North Country,Lewis,500,"350,000"
2008,11,Finger Lakes,Livingston,900,"720,000"
2008,11,Central New York,Madison,800,"680,000"
2008,11,Finger Lakes,Monroe,"8,500","7,320,000"
2008,11,Mohawk Valley,Montgomery,"1,000","750,000"
2008,11,Long Island,Nassau,"12,500","13,040,000"
2008,11,New York City,New York,"20,300","21,150,000"
2008,11,Western New York,Niagara,"3,900","3,010,000"
2008,11,Mohawk Valley,Oneida,"2,700","2,010,000"
2008,11,Central New York,Onondaga,"5,300","4,620,000"
2008,11,Finger Lakes,Ontario,"1,300","1,030,000"
2008,11,Hudson Valley,Orange,"3,400","3,340,000"
2008,11,Finger Lakes,Orleans,600,"470,000"
2008,11,Central New York,Oswego,"2,200","1,800,000"
2008,11,Mohawk Valley,Otsego,700,"540,000"
2008,11,Out-of-State Resident,Out-of-State,"19,600","22,440,000"
2008,11,Hudson Valley,Putnam,900,"920,000"
2008,11,New York City,Queens,"22,400","22,460,000"
2008,11,Capital,Rensselaer,"1,600","1,420,000"
2008,11,New York City,Richmond,"4,500","4,670,000"
2008,11,Hudson Valley,Rockland,"2,400","2,430,000"
2008,11,Capital,Saratoga,"2,100","1,860,000"
2008,11,Capital,Schenectady,"1,600","1,400,000"
2008,11,Mohawk Valley,Schoharie,400,"320,000"
2008,11,Southern Tier,Schuyler,300,"250,000"
2008,11,Finger Lakes,Seneca,400,"280,000"
2008,11,Southern Tier,Steuben,"1,400","1,110,000"
2008,11,North Country,St. Lawrence,"1,700","1,470,000"
2008,11,Long Island,Suffolk,"16,400","16,440,000"
2008,11,Hudson Valley,Sullivan,"1,000","880,000"
2008,11,Southern Tier,Tioga,600,"510,000"
2008,11,Southern Tier,Tompkins,600,"560,000"
2008,11,Hudson Valley,Ulster,"1,900","1,710,000"
2008,11,Unknown Geography,Unknown,400,"370,000"
2008,11,Capital,Warren,"1,200","930,000"
2008,11,Capital,Washington,800,"550,000"
2008,11,Finger Lakes,Wayne,"1,500","1,150,000"
2008,11,Hudson Valley,Westchester,"8,500","8,980,000"
2008,11,Finger Lakes,Wyoming,900,"630,000"
2008,11,Finger Lakes,Yates,300,"200,000"
2008,10,Capital,Albany,"2,300","2,070,000"
2008,10,Western New York,Allegany,400,"300,000"
2008,10,New York City,Bronx,"15,600","14,460,000"
2008,10,Southern Tier,Broome,"1,900","1,400,000"
2008,10,Western New York,Cattaraugus,900,"700,000"
2008,10,Central New York,Cayuga,900,"770,000"
2008,10,Western New York,Chautauqua,"1,300","940,000"
2008,10,Southern Tier,Chemung,800,"640,000"
2008,10,Southern Tier,Chenango,600,"440,000"
2008,10,North Country,Clinton,"1,000","790,000"
2008,10,Capital,Columbia,400,"380,000"
2008,10,Central New York,Cortland,500,"490,000"
2008,10,Southern Tier,Delaware,400,"340,000"
2008,10,Hudson Valley,Dutchess,"2,400","2,450,000"
2008,10,Western New York,Erie,"9,800","7,980,000"
2008,10,North Country,Essex,400,"300,000"
2008,10,North Country,Franklin,500,"430,000"
2008,10,Mohawk Valley,Fulton,800,"620,000"
2008,10,Finger Lakes,Genesee,700,"510,000"
2008,10,Capital,Greene,500,"420,000"
2008,10,North Country,Hamilton,100,"50,000"
2008,10,Mohawk Valley,Herkimer,600,"440,000"
2008,10,North Country,Jefferson,"1,300","960,000"
2008,10,New York City,Kings,"26,100","25,760,000"
2008,10,North Country,Lewis,300,"230,000"
2008,10,Finger Lakes,Livingston,600,"490,000"
2008,10,Central New York,Madison,600,"480,000"
2008,10,Finger Lakes,Monroe,"7,200","6,650,000"
2008,10,Mohawk Valley,Montgomery,800,"600,000"
2008,10,Long Island,Nassau,"11,700","12,170,000"
2008,10,New York City,New York,"19,300","20,720,000"
2008,10,Western New York,Niagara,"3,100","2,430,000"
2008,10,Mohawk Valley,Oneida,"2,100","1,570,000"
2008,10,Central New York,Onondaga,"4,700","4,300,000"
2008,10,Finger Lakes,Ontario,900,"820,000"
2008,10,Hudson Valley,Orange,"3,100","3,060,000"
2008,10,Finger Lakes,Orleans,400,"350,000"
2008,10,Central New York,Oswego,"1,700","1,390,000"
2008,10,Mohawk Valley,Otsego,500,"370,000"
2008,10,Out-of-State Resident,Out-of-State,"17,600","21,130,000"
2008,10,Hudson Valley,Putnam,800,"880,000"
2008,10,New York City,Queens,"20,800","21,370,000"
2008,10,Capital,Rensselaer,"1,300","1,180,000"
2008,10,New York City,Richmond,"4,400","4,530,000"
2008,10,Hudson Valley,Rockland,"2,400","2,400,000"
2008,10,Capital,Saratoga,"1,700","1,600,000"
2008,10,Capital,Schenectady,"1,400","1,260,000"
2008,10,Mohawk Valley,Schoharie,300,"210,000"
2008,10,Southern Tier,Schuyler,200,"190,000"
2008,10,Finger Lakes,Seneca,300,"210,000"
2008,10,Southern Tier,Steuben,"1,000","780,000"
2008,10,North Country,St. Lawrence,"1,300","1,120,000"
2008,10,Long Island,Suffolk,"14,700","14,810,000"
2008,10,Hudson Valley,Sullivan,800,"680,000"
2008,10,Southern Tier,Tioga,400,"340,000"
2008,10,Southern Tier,Tompkins,500,"480,000"
2008,10,Hudson Valley,Ulster,"1,700","1,490,000"
2008,10,Unknown Geography,Unknown,300,"350,000"
2008,10,Capital,Warren,800,"640,000"
2008,10,Capital,Washington,500,"430,000"
2008,10,Finger Lakes,Wayne,"1,100","890,000"
2008,10,Hudson Valley,Westchester,"7,900","8,500,000"
2008,10,Finger Lakes,Wyoming,500,"360,000"
2008,10,Finger Lakes,Yates,200,"140,000"
2008,9,Capital,Albany,"2,400","2,400,000"
2008,9,Western New York,Allegany,400,"300,000"
2008,9,New York City,Bronx,"17,600","17,100,000"
2008,9,Southern Tier,Broome,"1,800","1,520,000"
2008,9,Western New York,Cattaraugus,900,"750,000"
2008,9,Central New York,Cayuga,"1,000","800,000"
2008,9,Western New York,Chautauqua,"1,200","1,040,000"
2008,9,Southern Tier,Chemung,700,"660,000"
2008,9,Southern Tier,Chenango,600,"490,000"
2008,9,North Country,Clinton,900,"750,000"
2008,9,Capital,Columbia,400,"450,000"
2008,9,Central New York,Cortland,400,"430,000"
2008,9,Southern Tier,Delaware,400,"370,000"
2008,9,Hudson Valley,Dutchess,"2,500","2,790,000"
2008,9,Western New York,Erie,"10,700","8,970,000"
2008,9,North Country,Essex,300,"240,000"
2008,9,North Country,Franklin,500,"400,000"
2008,9,Mohawk Valley,Fulton,800,"680,000"
2008,9,Finger Lakes,Genesee,700,"550,000"
2008,9,Capital,Greene,500,"460,000"
2008,9,North Country,Hamilton,0,"20,000"
2008,9,Mohawk Valley,Herkimer,600,"480,000"
2008,9,North Country,Jefferson,"1,000","850,000"
2008,9,New York City,Kings,"29,900","30,120,000"
2008,9,North Country,Lewis,300,"240,000"
2008,9,Finger Lakes,Livingston,600,"480,000"
2008,9,Central New York,Madison,600,"520,000"
2008,9,Finger Lakes,Monroe,"8,000","7,520,000"
2008,9,Mohawk Valley,Montgomery,900,"710,000"
2008,9,Long Island,Nassau,"13,100","14,020,000"
2008,9,New York City,New York,"20,300","23,630,000"
2008,9,Western New York,Niagara,"3,400","2,580,000"
2008,9,Mohawk Valley,Oneida,"2,000","1,720,000"
2008,9,Central New York,Onondaga,"4,900","4,950,000"
2008,9,Finger Lakes,Ontario,900,"810,000"
2008,9,Hudson Valley,Orange,"3,400","3,420,000"
2008,9,Finger Lakes,Orleans,500,"390,000"
2008,9,Central New York,Oswego,"1,600","1,530,000"
2008,9,Mohawk Valley,Otsego,500,"400,000"
2008,9,Out-of-State Resident,Out-of-State,"17,800","23,630,000"
2008,9,Hudson Valley,Putnam,900,"1,010,000"
2008,9,New York City,Queens,"22,800","24,550,000"
2008,9,Capital,Rensselaer,"1,600","1,350,000"
2008,9,New York City,Richmond,"5,500","5,490,000"
2008,9,Hudson Valley,Rockland,"2,600","2,760,000"
2008,9,Capital,Saratoga,"1,700","1,780,000"
2008,9,Capital,Schenectady,"1,500","1,430,000"
2008,9,Mohawk Valley,Schoharie,300,"260,000"
2008,9,Southern Tier,Schuyler,200,"180,000"
2008,9,Finger Lakes,Seneca,300,"210,000"
2008,9,Southern Tier,Steuben,900,"770,000"
2008,9,North Country,St. Lawrence,"1,300","1,070,000"
2008,9,Long Island,Suffolk,"17,400","17,180,000"
2008,9,Hudson Valley,Sullivan,800,"740,000"
2008,9,Southern Tier,Tioga,400,"380,000"
2008,9,Southern Tier,Tompkins,500,"480,000"
2008,9,Hudson Valley,Ulster,"2,000","1,820,000"
2008,9,Unknown Geography,Unknown,400,"410,000"
2008,9,Capital,Warren,700,"580,000"
2008,9,Capital,Washington,600,"470,000"
2008,9,Finger Lakes,Wayne,"1,100","910,000"
2008,9,Hudson Valley,Westchester,"9,000","9,760,000"
2008,9,Finger Lakes,Wyoming,400,"360,000"
2008,9,Finger Lakes,Yates,100,"120,000"
2008,8,Capital,Albany,"2,400","2,150,000"
2008,8,Western New York,Allegany,400,"290,000"
2008,8,New York City,Bronx,"16,600","15,420,000"
2008,8,Southern Tier,Broome,"1,900","1,480,000"
2008,8,Western New York,Cattaraugus,900,"680,000"
2008,8,Central New York,Cayuga,900,"700,000"
2008,8,Western New York,Chautauqua,"1,200","930,000"
2008,8,Southern Tier,Chemung,700,"560,000"
2008,8,Southern Tier,Chenango,600,"450,000"
2008,8,North Country,Clinton,"1,000","700,000"
2008,8,Capital,Columbia,400,"420,000"
2008,8,Central New York,Cortland,500,"390,000"
2008,8,Southern Tier,Delaware,400,"340,000"
2008,8,Hudson Valley,Dutchess,"2,400","2,380,000"
2008,8,Western New York,Erie,"10,300","8,300,000"
2008,8,North Country,Essex,300,"200,000"
2008,8,North Country,Franklin,500,"350,000"
2008,8,Mohawk Valley,Fulton,700,"550,000"
2008,8,Finger Lakes,Genesee,600,"450,000"
2008,8,Capital,Greene,500,"430,000"
2008,8,North Country,Hamilton,0,"10,000"
2008,8,Mohawk Valley,Herkimer,600,"460,000"
2008,8,North Country,Jefferson,900,"800,000"
2008,8,New York City,Kings,"28,200","27,620,000"
2008,8,North Country,Lewis,300,"220,000"
2008,8,Finger Lakes,Livingston,500,"420,000"
2008,8,Central New York,Madison,700,"500,000"
2008,8,Finger Lakes,Monroe,"7,700","6,590,000"
2008,8,Mohawk Valley,Montgomery,800,"660,000"
2008,8,Long Island,Nassau,"12,300","12,710,000"
2008,8,New York City,New York,"19,300","20,330,000"
2008,8,Western New York,Niagara,"3,200","2,390,000"
2008,8,Mohawk Valley,Oneida,"1,900","1,540,000"
2008,8,Central New York,Onondaga,"4,500","4,190,000"
2008,8,Finger Lakes,Ontario,800,"660,000"
2008,8,Hudson Valley,Orange,"3,200","3,050,000"
2008,8,Finger Lakes,Orleans,600,"410,000"
2008,8,Central New York,Oswego,"1,600","1,430,000"
2008,8,Mohawk Valley,Otsego,500,"390,000"
2008,8,Out-of-State Resident,Out-of-State,"17,100","19,920,000"
2008,8,Hudson Valley,Putnam,900,"990,000"
2008,8,New York City,Queens,"21,500","21,760,000"
2008,8,Capital,Rensselaer,"1,600","1,290,000"
2008,8,New York City,Richmond,"5,300","5,460,000"
2008,8,Hudson Valley,Rockland,"2,600","2,660,000"
2008,8,Capital,Saratoga,"1,600","1,540,000"
2008,8,Capital,Schenectady,"1,400","1,260,000"
2008,8,Mohawk Valley,Schoharie,300,"250,000"
2008,8,Southern Tier,Schuyler,200,"140,000"
2008,8,Finger Lakes,Seneca,300,"200,000"
2008,8,Southern Tier,Steuben,800,"670,000"
2008,8,North Country,St. Lawrence,"1,300","950,000"
2008,8,Long Island,Suffolk,"16,400","16,770,000"
2008,8,Hudson Valley,Sullivan,700,"650,000"
2008,8,Southern Tier,Tioga,400,"300,000"
2008,8,Southern Tier,Tompkins,500,"440,000"
2008,8,Hudson Valley,Ulster,"1,900","1,600,000"
2008,8,Unknown Geography,Unknown,400,"390,000"
2008,8,Capital,Warren,600,"480,000"
2008,8,Capital,Washington,500,"380,000"
2008,8,Finger Lakes,Wayne,"1,000","760,000"
2008,8,Hudson Valley,Westchester,"8,400","8,580,000"
2008,8,Finger Lakes,Wyoming,400,"300,000"
2008,8,Finger Lakes,Yates,100,"100,000"
2008,7,Capital,Albany,"2,500","2,340,000"
2008,7,Western New York,Allegany,500,"340,000"
2008,7,New York City,Bronx,"16,200","15,520,000"
2008,7,Southern Tier,Broome,"1,900","1,590,000"
2008,7,Western New York,Cattaraugus,"1,000","780,000"
2008,7,Central New York,Cayuga,900,"720,000"
2008,7,Western New York,Chautauqua,"1,400","1,070,000"
2008,7,Southern Tier,Chemung,700,"610,000"
2008,7,Southern Tier,Chenango,600,"480,000"
2008,7,North Country,Clinton,"1,000","780,000"
2008,7,Capital,Columbia,500,"460,000"
2008,7,Central New York,Cortland,500,"410,000"
2008,7,Southern Tier,Delaware,500,"420,000"
2008,7,Hudson Valley,Dutchess,"2,500","2,600,000"
2008,7,Western New York,Erie,"10,900","9,090,000"
2008,7,North Country,Essex,300,"220,000"
2008,7,North Country,Franklin,500,"380,000"
2008,7,Mohawk Valley,Fulton,700,"480,000"
2008,7,Finger Lakes,Genesee,700,"520,000"
2008,7,Capital,Greene,500,"480,000"
2008,7,North Country,Hamilton,0,"20,000"
2008,7,Mohawk Valley,Herkimer,700,"510,000"
2008,7,North Country,Jefferson,"1,000","850,000"
2008,7,New York City,Kings,"27,800","28,270,000"
2008,7,North Country,Lewis,400,"250,000"
2008,7,Finger Lakes,Livingston,700,"550,000"
2008,7,Central New York,Madison,700,"590,000"
2008,7,Finger Lakes,Monroe,"7,600","6,840,000"
2008,7,Mohawk Valley,Montgomery,900,"690,000"
2008,7,Long Island,Nassau,"12,300","13,390,000"
2008,7,New York City,New York,"18,600","20,770,000"
2008,7,Western New York,Niagara,"3,500","2,660,000"
2008,7,Mohawk Valley,Oneida,"2,100","1,650,000"
2008,7,Central New York,Onondaga,"4,600","4,260,000"
2008,7,Finger Lakes,Ontario,800,"730,000"
2008,7,Hudson Valley,Orange,"3,300","3,310,000"
2008,7,Finger Lakes,Orleans,600,"470,000"
2008,7,Central New York,Oswego,"1,800","1,600,000"
2008,7,Mohawk Valley,Otsego,500,"440,000"
2008,7,Out-of-State Resident,Out-of-State,"17,400","21,790,000"
2008,7,Hudson Valley,Putnam,"1,000","1,030,000"
2008,7,New York City,Queens,"21,500","22,690,000"
2008,7,Capital,Rensselaer,"1,600","1,390,000"
2008,7,New York City,Richmond,"5,300","5,680,000"
2008,7,Hudson Valley,Rockland,"2,600","2,830,000"
2008,7,Capital,Saratoga,"1,700","1,660,000"
2008,7,Capital,Schenectady,"1,500","1,420,000"
2008,7,Mohawk Valley,Schoharie,400,"290,000"
2008,7,Southern Tier,Schuyler,200,"150,000"
2008,7,Finger Lakes,Seneca,300,"230,000"
2008,7,Southern Tier,Steuben,"1,000","790,000"
2008,7,North Country,St. Lawrence,"1,300","1,030,000"
2008,7,Long Island,Suffolk,"16,600","17,480,000"
2008,7,Hudson Valley,Sullivan,700,"730,000"
2008,7,Southern Tier,Tioga,400,"320,000"
2008,7,Southern Tier,Tompkins,500,"460,000"
2008,7,Hudson Valley,Ulster,"1,900","1,630,000"
2008,7,Unknown Geography,Unknown,400,"370,000"
2008,7,Capital,Warren,600,"520,000"
2008,7,Capital,Washington,500,"440,000"
2008,7,Finger Lakes,Wayne,"1,000","860,000"
2008,7,Hudson Valley,Westchester,"8,300","9,060,000"
2008,7,Finger Lakes,Wyoming,500,"340,000"
2008,7,Finger Lakes,Yates,200,"120,000"
2008,6,Capital,Albany,"2,300","2,340,000"
2008,6,Western New York,Allegany,400,"360,000"
2008,6,New York City,Bronx,"13,800","14,290,000"
2008,6,Southern Tier,Broome,"1,800","1,600,000"
2008,6,Western New York,Cattaraugus,900,"780,000"
2008,6,Central New York,Cayuga,800,"670,000"
2008,6,Western New York,Chautauqua,"1,300","1,000,000"
2008,6,Southern Tier,Chemung,700,"580,000"
2008,6,Southern Tier,Chenango,600,"510,000"
2008,6,North Country,Clinton,"1,000","860,000"
2008,6,Capital,Columbia,400,"460,000"
2008,6,Central New York,Cortland,500,"440,000"
2008,6,Southern Tier,Delaware,500,"470,000"
2008,6,Hudson Valley,Dutchess,"2,300","2,610,000"
